age,overall_rating,potential,wage,international_reputation(1-5),skill_moves(1-5),release_clause_euro,club_rating,contract_end_year,national_rating,crossing,finishing,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,reactions,shot_power,stamina,long_shots,positioning,vision,penalties,composure,traits,body_type_Normal,body_type_Stocky,preferred_foot_Right
39,68,68,0.005319148936170213,3,2,0.0014349609469859197,69,20,0.0,65,74,58,83,58,80,70,58,64,70,68,38,67,75,67,86,72,0,1,0,1
18,51,69,0.0,1,2,0.0006048912299602185,67,21,0.0,44,44,57,41,53,41,39,55,55,48,52,38,40,50,49,42,50,0,1,0,1
25,67,73,0.0035460992907801418,1,2,0.005682445350064242,68,19,0.0,43,42,63,32,61,40,21,64,63,55,56,67,47,45,50,30,57,0,1,0,1
28,74,74,0.07624113475177305,2,3,0.048510510537028616,73,21,70.0,71,68,68,69,76,69,65,63,75,70,76,60,73,71,73,68,68,5,1,0,1
31,73,73,0.012411347517730497,1,1,0.02246045026866884,81,19,0.0,13,10,34,19,12,17,15,22,11,66,18,42,20,10,45,22,47,1,1,0,1
27,69,70,0.005319148936170213,1,3,0.008331604021422863,71,22,0.0,73,63,70,50,70,75,70,66,68,70,79,71,75,68,68,64,71,1,1,0,1
19,62,75,0.0,1,2,0.0047993924596113685,75,20,0.0,45,45,66,41,60,40,53,63,62,58,57,66,62,46,61,46,54,0,1,0,1
19,60,78,0.0017730496453900709,1,2,0.0047993924596113685,75,21,0.0,50,48,68,42,64,49,43,57,54,61,66,61,46,62,51,48,42,0,0,0,0
24,62,68,0.0,1,1,0.002194386432775391,69,19,0.0,22,9,44,16,12,19,15,41,27,58,28,41,20,13,51,23,38,0,1,0,0
26,63,66,0.0,1,3,0.0027198029025948508,64,19,0.0,48,60,57,64,65,58,50,44,64,61,59,44,62,65,53,56,58,0,0,0,1
31,76,76,0.0425531914893617,1,3,0.04630287831089643,73,21,0.0,75,60,75,59,76,84,77,72,73,82,70,84,61,72,73,67,80,0,0,0,0
21,53,65,0.0,1,1,0.000790332336955322,69,19,0.0,14,5,18,9,12,13,10,29,12,55,23,28,7,6,50,10,26,0,1,0,1
29,72,72,0.0,1,3,0.02952487339229183,71,20,72.0,73,68,68,63,72,66,65,66,72,68,70,64,72,67,70,67,68,1,1,0,1
19,50,68,0.0,1,2,0.0003797127428947357,68,21,0.0,24,17,29,20,25,24,23,20,28,42,36,61,18,24,30,37,35,0,1,0,0
26,67,71,0.005319148936170213,1,2,0.007890077576196426,63,19,0.0,57,33,52,27,52,28,52,51,54,65,41,69,37,25,32,33,57,0,1,0,1
28,72,72,0.01773049645390071,1,3,0.016279080035498727,69,19,0.0,74,37,64,48,73,73,41,59,68,75,75,79,45,67,69,48,69,2,1,0,1
28,71,71,0.0,1,3,0.022901976713895277,75,19,0.0,47,70,70,57,72,68,52,66,73,66,74,65,66,66,71,48,70,0,0,0,1
24,66,70,0.0017730496453900709,1,2,0.0047993924596113685,69,19,0.0,63,29,61,49,59,40,39,62,58,63,41,93,34,58,50,44,64,2,0,0,0
30,68,68,0.010638297872340425,1,1,0.0033865078348867704,71,21,0.0,15,11,25,20,17,11,15,31,22,64,23,34,14,16,31,21,52,0,1,0,1
26,60,61,0.0,1,3,0.0047993924596113685,63,20,0.0,60,54,60,42,58,56,55,56,57,50,52,53,52,55,49,60,52,0,0,0,1
22,75,80,0.040780141843971635,1,3,0.08648178482650218,79,21,0.0,78,72,71,58,78,65,57,67,77,71,78,72,69,69,66,64,65,1,0,0,0
20,60,70,0.0,1,2,0.002022191119137081,67,20,0.0,34,66,58,38,55,31,31,48,60,47,50,70,43,62,40,57,48,1,0,0,0
23,62,69,0.0,1,2,0.002852260836162782,66,19,0.0,63,58,63,49,62,62,51,53,59,60,70,78,50,68,52,49,55,0,0,0,1
19,49,65,0.0,1,1,0.0004017890651560575,64,19,0.0,10,6,20,7,7,9,8,16,14,41,20,37,6,7,31,12,35,0,0,0,1
18,59,72,0.0,1,2,0.0022606153995593566,64,21,0.0,45,55,49,48,61,29,46,38,58,51,66,63,62,61,57,58,54,0,1,0,1
27,75,76,0.09219858156028368,1,3,0.06528851545563322,76,22,0.0,70,60,75,50,77,75,40,74,75,74,75,79,70,72,71,50,70,2,0,0,1
18,54,73,0.0017730496453900709,1,2,0.0013819777735587474,72,21,0.0,42,40,66,34,56,40,43,62,51,56,53,47,33,29,51,45,43,0,1,0,0
23,76,84,0.030141843971631204,1,4,0.10679200130691828,73,23,0.0,69,60,78,66,80,71,65,71,81,65,65,72,69,68,77,58,75,3,0,0,1
22,62,74,0.0,1,2,0.0037176526688065983,70,19,0.0,46,35,61,37,52,46,47,63,60,59,56,64,38,37,61,53,51,1,1,0,0
29,60,60,0.0017730496453900709,1,2,0.001258350368895345,61,20,0.0,55,36,57,38,51,44,41,55,49,57,53,83,39,42,49,39,57,0,0,0,0
24,71,76,0.0070921985815602835,1,2,0.01848671226163091,70,20,70.0,48,43,70,32,60,61,55,64,65,66,68,91,49,41,59,49,66,3,0,1,1
23,65,74,0.0,1,3,0.005240918904837805,69,21,0.0,41,52,66,39,63,46,35,58,65,63,63,76,54,56,63,57,56,0,0,0,1
27,72,73,0.01950354609929078,1,2,0.025992661830480338,72,22,75.0,44,73,59,64,67,49,41,53,67,65,69,78,73,74,52,68,68,1,0,0,1
29,68,69,0.0017730496453900709,1,1,0.004357866014384932,66,20,0.0,13,11,28,10,14,16,11,26,16,63,17,41,11,12,18,17,61,0,0,0,1
26,72,77,0.0549645390070922,1,2,0.02687571472093321,76,22,0.0,15,17,58,14,42,13,19,45,56,70,15,63,12,13,13,13,63,0,1,0,1
31,68,68,0.0035460992907801418,1,2,0.0047993924596113685,67,21,0.0,69,64,65,57,63,64,63,61,61,71,65,73,60,69,66,69,68,2,1,0,1
28,76,77,0.030141843971631204,1,2,0.06882072701744471,73,21,0.0,58,49,76,39,70,65,58,74,71,73,65,85,57,64,68,52,72,0,1,0,1
18,54,66,0.0,1,2,0.0006490438744828622,67,21,0.0,26,55,57,37,46,30,26,54,45,56,48,57,50,53,44,61,41,0,0,0,1
27,82,83,0.1276595744680851,3,4,0.16065822762454357,80,23,83.0,77,70,77,87,78,73,79,75,79,80,82,90,82,82,76,76,80,0,0,0,1
30,68,68,0.010638297872340425,1,3,0.005682445350064242,67,19,0.0,40,70,66,60,65,59,63,50,66,73,65,51,63,72,66,68,70,0,1,0,1
23,64,72,0.0,1,2,0.0036249321153090466,64,21,0.0,39,30,39,40,39,33,31,37,38,68,49,60,29,34,34,52,49,0,1,0,1
26,69,70,0.0,1,3,0.012305342028460795,73,20,0.0,62,66,66,57,68,60,60,63,66,60,71,68,68,70,60,62,62,2,1,0,1
19,54,71,0.0,1,1,0.001042002410734391,67,19,0.0,11,6,19,6,12,14,13,25,20,36,22,27,8,5,44,17,27,0,1,0,0
24,62,66,0.0017730496453900709,1,2,0.0026359128780018277,65,21,0.0,41,63,54,55,57,45,38,34,59,59,62,59,56,62,51,58,48,0,0,0,1
23,64,68,0.0035460992907801418,1,2,0.00398256853594246,65,19,0.0,32,64,49,48,62,37,32,29,58,54,70,69,52,66,47,67,47,0,1,0,1
24,58,63,0.0,1,2,0.0009360360638800461,62,19,0.0,33,55,47,44,54,31,34,43,47,64,53,53,49,61,53,50,58,0,1,0,1
19,59,72,0.005319148936170213,1,3,0.0030641935298714716,77,22,0.0,56,50,61,52,61,62,53,59,61,58,61,48,47,45,59,50,62,0,0,0,1
32,63,63,0.0017730496453900709,1,3,0.001880902656664621,65,19,0.0,64,62,61,61,72,52,57,57,68,56,58,70,60,61,62,64,62,3,1,0,1
19,70,85,0.008865248226950355,1,3,0.03614777007068838,72,23,0.0,57,39,67,41,70,50,32,56,70,65,46,80,36,64,50,27,75,1,1,0,1
21,64,76,0.0035460992907801418,1,2,0.005240918904837805,72,20,0.0,33,28,58,31,42,33,25,41,58,58,42,66,22,41,32,38,56,0,1,0,1
38,75,75,0.02304964539007092,2,4,0.014954500699819415,69,23,0.0,75,75,78,76,76,76,71,75,80,73,79,52,79,75,74,76,86,1,1,0,1
29,73,73,0.03368794326241135,1,3,0.027758767611386084,77,20,0.0,74,38,66,46,71,71,37,68,72,67,72,77,61,66,59,34,66,1,1,0,0
27,62,64,0.0,1,2,0.001964792681257644,65,19,0.0,29,25,45,20,30,20,21,40,35,53,59,59,18,28,35,47,62,0,0,1,1
22,67,77,0.0035460992907801418,1,3,0.009656183357102173,68,19,0.0,67,26,63,34,67,36,30,63,65,48,39,71,29,63,32,36,65,1,0,0,0
33,71,71,0.010638297872340425,1,1,0.009656183357102173,69,21,0.0,10,9,45,7,15,9,10,36,29,69,23,35,8,9,55,18,45,2,1,0,1
28,75,75,0.024822695035460994,1,4,0.04012150807772632,70,19,0.0,64,78,66,77,76,75,72,61,78,75,79,80,69,75,69,71,74,0,1,0,1
20,55,73,0.0,1,2,0.0019338858300917933,67,19,0.0,52,59,56,42,63,48,34,43,57,39,69,36,42,45,44,56,44,0,0,0,0
21,66,77,0.008865248226950355,1,2,0.0087731304666493,75,21,0.0,38,30,49,28,39,47,26,45,43,65,45,65,30,32,30,40,62,0,1,0,0
27,72,73,0.005319148936170213,1,3,0.023785029604348154,69,20,0.0,67,66,71,61,73,63,61,67,71,69,68,62,64,68,72,65,71,4,0,0,0
25,82,86,0.1347517730496454,3,4,0.23130245886077347,82,21,77.0,58,88,63,76,76,71,82,62,79,75,85,73,82,83,60,79,75,1,0,0,0
22,61,72,0.005319148936170213,1,2,0.0030067950919920347,65,22,0.0,47,30,60,38,52,32,35,57,45,55,52,64,44,48,46,34,45,0,1,0,1
30,64,64,0.005319148936170213,1,2,0.002649158671358621,62,19,0.0,21,27,48,20,22,19,24,55,44,58,44,77,30,24,42,21,59,0,1,0,1
25,65,69,0.0035460992907801418,1,2,0.00419450122965115,69,19,0.0,69,39,68,37,54,56,48,56,68,59,38,65,40,46,43,42,57,1,1,0,1
19,54,64,0.0,1,2,0.0006976117834577702,65,22,0.0,43,57,51,41,54,36,27,31,56,52,60,50,47,55,45,21,44,0,1,0,1
35,68,68,0.0070921985815602835,1,1,0.0032540499013188396,72,19,0.0,13,5,15,5,14,13,12,27,19,65,17,20,8,5,31,19,55,1,1,0,1
29,67,67,0.0035460992907801418,1,2,0.0047993924596113685,67,19,0.0,56,39,63,38,42,29,29,64,51,60,41,73,42,38,42,49,58,0,1,0,1
21,62,74,0.0017730496453900709,1,2,0.003298202545841483,75,21,0.0,33,27,34,33,31,35,29,35,38,45,48,64,28,24,31,41,47,0,1,0,1
27,64,65,0.0035460992907801418,1,2,0.0028964134806854255,70,19,0.0,65,48,60,40,62,60,56,60,64,60,65,54,62,61,58,43,65,1,1,0,0
31,78,78,0.024822695035460994,1,3,0.06617156834608609,76,21,0.0,78,34,75,40,77,68,34,61,76,77,71,87,65,69,52,41,73,0,0,0,1
22,71,79,0.010638297872340425,1,1,0.01848671226163091,75,22,0.0,13,5,29,9,14,13,12,28,17,67,23,18,6,6,36,17,22,3,1,0,1
19,57,71,0.0,1,2,0.0020398521769461383,64,19,0.0,59,24,40,22,59,50,34,24,51,49,60,69,37,46,30,40,39,1,0,0,0
23,63,67,0.0017730496453900709,1,2,0.0026359128780018277,65,21,0.0,60,26,59,29,60,47,33,47,63,60,54,65,31,28,33,34,44,1,1,0,0
28,67,67,0.0035460992907801418,1,3,0.004084119618344541,66,23,0.0,60,58,72,52,67,68,70,70,70,63,68,70,70,68,73,63,65,3,1,0,1
26,71,72,0.09397163120567376,1,3,0.0047993924596113685,68,19,0.0,65,70,67,68,70,58,41,57,72,72,66,89,63,72,66,68,70,0,0,0,1
24,63,68,0.0,1,2,0.0037706358422337706,65,19,0.0,38,36,68,40,55,42,45,61,62,61,51,74,44,58,62,49,57,0,1,0,1
25,64,68,0.0017730496453900709,1,2,0.0047993924596113685,65,19,0.0,61,54,62,44,62,50,37,59,60,58,58,76,42,52,48,38,60,1,1,0,0
28,74,74,0.0,1,4,0.0555749336606516,75,20,0.0,70,70,67,61,76,74,42,61,75,75,75,79,64,73,67,66,74,0,1,0,0
25,67,74,0.0035460992907801418,1,2,0.007890077576196426,68,21,0.0,28,23,42,24,34,24,30,33,50,53,41,72,24,25,34,37,52,1,1,0,1
29,68,69,0.005319148936170213,1,1,0.005240918904837805,68,20,0.0,18,9,30,8,15,9,15,24,18,66,23,29,14,9,27,19,40,0,1,0,1
20,53,65,0.0017730496453900709,1,2,0.0006490438744828622,66,19,0.0,35,53,54,42,47,36,38,49,50,43,52,57,49,53,44,40,49,1,0,0,1
32,62,62,0.0,1,2,0.0011347229642319427,64,23,0.0,20,17,41,25,35,20,23,32,43,59,28,52,13,21,27,36,54,0,1,0,1
32,66,66,0.0,1,3,0.003978153271490196,68,20,0.0,60,49,62,63,73,63,43,77,75,50,64,73,60,60,61,46,66,2,0,0,1
24,80,85,0.08156028368794327,2,4,0.16993028297429874,78,22,0.0,78,73,80,70,76,73,70,84,79,79,77,79,74,77,78,68,78,0,1,0,1
21,55,65,0.0,1,2,0.00083890024593023,62,21,0.0,37,48,56,29,54,33,33,50,55,52,50,71,43,48,55,38,42,0,1,0,1
21,70,77,0.012411347517730497,1,3,0.0047993924596113685,71,19,0.0,34,69,66,68,71,62,50,55,69,65,69,70,63,70,64,57,68,2,0,0,0
22,65,72,0.0,1,3,0.004106195940605862,66,21,0.0,70,60,64,24,65,45,25,57,68,51,65,69,56,66,46,32,62,0,0,0,0
30,70,70,0.03368794326241135,1,3,0.012746868473687232,72,22,0.0,70,66,71,53,71,51,59,69,70,66,63,78,68,67,69,49,58,1,1,0,1
29,67,67,0.0035460992907801418,1,2,0.003942831155872081,68,19,0.0,55,20,65,23,53,22,27,57,56,61,39,70,23,36,50,43,62,0,1,0,1
30,81,81,0.044326241134751775,3,4,0.10811658064259759,78,22,0.0,83,77,81,73,85,83,76,77,86,79,69,69,65,75,85,75,83,8,1,0,0
20,64,75,0.0035460992907801418,1,2,0.0061239717952906786,72,21,0.0,47,38,68,31,55,36,38,64,62,61,45,60,42,41,54,41,52,0,1,0,0
25,59,63,0.0,1,2,0.0009360360638800461,63,19,0.0,30,26,62,25,28,28,27,55,55,53,39,70,18,24,26,39,60,0,1,0,1
23,80,85,0.14893617021276595,3,3,0.14388022270593898,82,23,0.0,76,52,76,41,77,63,50,59,78,78,52,84,43,67,66,62,70,1,0,0,1
25,56,58,0.0,1,2,0.0008300697170257013,64,20,0.0,52,58,65,33,49,48,53,59,56,48,49,58,58,49,63,48,53,0,1,0,1
26,79,82,0.09219858156028368,1,2,0.1178301624375792,77,22,0.0,59,36,72,40,65,54,57,72,69,75,63,70,38,43,66,52,78,2,1,0,1
20,59,75,0.0035460992907801418,1,2,0.0047993924596113685,63,19,0.0,56,34,40,34,56,35,34,33,48,58,30,63,34,50,45,46,43,0,0,0,0
23,72,77,0.028368794326241134,1,3,0.03791387585159413,73,21,0.0,73,66,69,69,73,66,59,64,71,69,71,67,69,66,62,64,61,3,1,0,1
25,74,78,0.03368794326241135,1,3,0.05204272209884011,76,21,0.0,55,67,67,73,72,60,54,54,70,73,86,71,68,71,62,69,74,3,0,1,1
26,67,72,0.0035460992907801418,1,2,0.0047993924596113685,64,22,0.0,56,44,69,66,57,43,43,68,66,69,55,77,48,49,67,45,72,1,1,0,1
24,58,66,0.0,1,1,0.0047993924596113685,64,19,0.0,7,9,21,8,10,31,8,47,20,53,30,26,5,6,45,8,44,2,1,0,1
32,70,70,0.0017730496453900709,1,2,0.008331604021422863,68,20,0.0,55,46,63,51,56,60,59,58,62,68,60,70,61,45,59,49,70,0,0,0,1
22,82,89,0.24645390070921985,2,4,0.3129848512276643,86,23,0.0,79,75,80,71,85,77,81,73,85,79,85,74,85,78,81,68,78,5,1,0,0
24,53,58,0.0,1,1,0.0005342469987239885,63,21,0.0,17,17,45,17,18,20,17,47,21,50,22,34,14,17,44,20,51,0,1,0,1
30,72,72,0.02304964539007092,1,3,0.021577397378215967,70,19,73.0,68,73,69,66,70,69,54,58,72,69,66,61,70,76,68,65,68,3,0,0,1
26,66,69,0.0070921985815602835,1,2,0.006565498240517116,68,21,0.0,39,67,54,56,60,50,49,30,64,61,69,69,52,69,46,58,50,0,0,1,1
21,62,71,0.0035460992907801418,1,2,0.0037176526688065983,70,21,0.0,46,39,64,37,57,39,39,62,60,63,58,73,54,52,56,48,53,0,1,0,1
22,54,66,0.0,1,2,0.0007638407502417357,66,20,0.0,52,41,61,37,48,38,48,55,55,48,61,36,38,49,55,39,56,0,0,0,0
38,69,69,0.0035460992907801418,2,2,0.0009625276505936323,68,19,0.0,68,45,70,50,59,54,62,69,65,67,68,66,69,60,61,62,73,2,1,0,1
34,74,74,0.028368794326241134,2,2,0.011422289138007921,72,20,0.0,38,45,63,23,57,50,46,65,67,71,69,66,36,32,65,72,75,3,1,0,1
22,73,80,0.03546099290780142,1,2,0.04497829897521712,78,23,0.0,28,32,64,32,54,28,31,47,58,66,48,75,35,54,45,38,61,0,1,0,1
26,59,62,0.005319148936170213,1,2,0.0010199260884730691,68,21,0.0,56,25,53,32,39,30,35,45,47,52,45,59,24,47,46,45,51,0,0,0,0
19,60,74,0.0,1,2,0.004357866014384932,69,21,0.0,59,31,64,33,59,37,35,62,62,59,65,60,45,53,54,45,49,0,1,0,0
25,64,66,0.0017730496453900709,1,3,0.003647008437570368,68,20,0.0,63,55,63,53,67,53,41,54,65,56,68,51,49,64,55,60,65,0,0,0,0
29,68,68,0.015957446808510637,1,3,0.005240918904837805,67,21,0.0,57,49,67,57,68,49,64,65,69,66,80,70,70,64,64,55,70,1,0,1,1
41,68,68,0.0,1,1,0.00030023798275397707,67,19,0.0,25,15,36,12,22,19,20,34,31,62,23,29,20,16,45,24,62,2,1,0,1
23,61,68,0.0017730496453900709,1,2,0.003055363000966943,67,20,0.0,42,37,64,53,53,42,38,56,56,59,41,82,36,53,44,32,62,0,0,0,1
19,51,70,0.0,1,2,0.0005519080565330461,62,21,0.0,27,24,32,25,20,21,24,26,36,42,35,60,17,25,30,38,43,0,1,0,1
31,70,70,0.0070921985815602835,1,3,0.012746868473687232,70,21,0.0,64,57,68,53,76,60,40,60,73,64,66,64,54,68,64,63,68,3,0,0,1
23,68,74,0.010638297872340425,1,2,0.0047993924596113685,68,19,0.0,62,29,64,27,60,46,39,54,63,66,41,68,34,38,45,42,54,0,1,0,0
24,66,71,0.0017730496453900709,1,2,0.004185670700746621,67,19,0.0,63,40,62,35,59,59,35,62,61,65,58,78,34,56,53,39,60,0,0,0,1
23,65,72,0.0070921985815602835,1,2,0.0047993924596113685,65,19,0.0,29,19,64,24,45,31,25,62,55,59,34,57,26,23,58,30,70,0,0,0,0
31,75,75,0.0726950354609929,1,2,0.031732505618424015,75,23,0.0,61,52,66,46,51,46,41,62,64,77,65,74,57,44,55,55,75,1,1,0,1
32,68,68,0.0035460992907801418,1,3,0.004357866014384932,64,21,0.0,60,65,65,69,65,71,44,60,64,68,74,69,66,69,63,80,71,3,0,0,1
29,70,70,0.01773049645390071,1,3,0.009214656911875736,68,20,0.0,77,26,73,62,67,74,76,75,69,70,81,74,71,67,73,60,75,3,1,0,0
24,67,71,0.0035460992907801418,1,3,0.006565498240517116,67,20,0.0,64,47,65,26,64,32,29,54,63,66,65,88,58,63,32,44,60,0,1,0,1
22,51,64,0.0,1,2,0.0006799507256487127,63,21,0.0,39,25,53,28,46,35,35,50,49,46,41,45,29,38,36,37,43,0,1,0,1
21,67,75,0.005319148936170213,1,3,0.0087731304666493,72,22,0.0,52,66,53,58,70,56,46,49,71,67,70,56,55,65,67,62,63,2,0,0,1
24,64,71,0.0,1,2,0.0033026178102937473,63,21,0.0,58,44,57,48,61,56,32,44,62,58,56,62,43,58,57,35,54,0,0,0,1
26,69,69,0.0035460992907801418,1,3,0.007007024685743553,62,19,0.0,52,68,61,52,69,45,51,46,71,67,66,69,56,68,61,61,64,1,1,0,1
18,58,74,0.0035460992907801418,1,2,0.0027286334314993795,75,20,0.0,57,54,63,49,62,61,50,61,64,57,55,42,46,55,61,63,63,0,0,0,1
17,54,76,0.0,1,2,0.0014349609469859197,70,19,0.0,51,29,40,28,59,39,28,29,37,52,24,63,24,45,31,42,34,0,0,0,0
21,65,73,0.0017730496453900709,1,2,0.0047993924596113685,67,19,0.0,62,26,62,33,58,42,41,61,61,60,51,66,43,46,54,38,53,0,1,0,1
33,67,67,0.0070921985815602835,1,2,0.005240918904837805,64,20,0.0,54,56,64,54,59,50,61,70,62,63,85,79,74,63,64,58,63,1,0,1,1
23,74,82,0.0,1,3,0.08648178482650218,76,20,0.0,71,71,74,76,73,75,75,68,75,68,74,87,73,73,71,68,64,0,0,0,1
33,66,66,0.005319148936170213,1,3,0.0021855559038708623,65,19,0.0,69,45,66,43,65,66,62,57,63,62,63,76,57,58,60,42,66,0,0,0,1
26,67,70,0.0017730496453900709,1,2,0.005240918904837805,71,23,0.0,61,36,52,27,66,38,42,37,51,61,34,78,28,55,39,48,52,0,1,0,0
32,62,62,0.0,1,2,0.0012671808977998736,61,21,0.0,59,64,60,64,58,56,52,46,59,60,66,58,62,65,63,42,64,0,0,0,1
29,75,75,0.03546099290780142,2,3,0.043212193194311375,76,22,0.0,73,71,73,67,74,69,76,70,74,75,84,72,77,74,71,72,68,4,1,0,1
23,65,71,0.0070921985815602835,1,2,0.0061239717952906786,77,21,0.0,48,54,67,46,61,51,43,65,68,63,49,72,59,32,73,70,60,0,0,0,1
21,62,70,0.0,1,2,0.002503454944433897,64,20,0.0,23,22,42,22,26,28,22,36,31,51,33,49,18,22,32,31,42,0,1,0,1
23,78,85,0.14184397163120568,1,4,0.1310759557943723,83,21,0.0,62,65,83,54,82,58,57,81,81,67,65,75,62,79,79,45,80,2,1,0,1
27,70,70,0.010638297872340425,1,3,0.012305342028460795,67,19,0.0,62,55,67,38,74,64,45,63,70,63,50,88,47,68,67,44,66,0,0,0,0
18,61,76,0.0017730496453900709,1,2,0.005240918904837805,70,21,0.0,52,63,60,47,65,48,59,51,53,58,59,47,56,56,48,65,46,0,1,0,1
24,86,93,0.15602836879432624,1,2,0.44897499635740684,82,22,0.0,40,42,73,40,59,34,30,69,67,83,50,77,30,30,57,56,81,1,1,0,1
31,60,60,0.0,1,2,0.0010464176751866553,62,19,0.0,48,60,45,69,55,47,43,33,62,45,67,61,52,63,34,55,51,0,1,0,1
28,74,74,0.13297872340425532,1,3,0.0047993924596113685,73,19,0.0,56,75,62,74,74,63,39,35,72,70,76,71,69,76,61,67,67,3,0,0,1
27,77,78,0.0975177304964539,1,2,0.09133857572399298,77,21,66.0,46,78,65,69,66,69,64,48,74,75,80,72,71,79,64,81,77,2,1,0,1
28,71,71,0.0017730496453900709,1,3,0.011863815583234358,69,20,0.0,70,44,64,23,64,30,30,67,63,67,56,83,23,55,29,37,69,0,0,0,0
18,55,72,0.0017730496453900709,1,2,0.001713122607478575,70,19,0.0,33,58,55,42,60,33,27,27,57,55,56,33,49,56,50,40,45,0,0,0,1
25,70,76,0.015957446808510637,1,3,0.0171621329259516,75,21,0.0,59,66,63,58,78,64,47,50,67,58,67,67,66,68,66,44,61,2,1,0,1
32,70,70,0.0070921985815602835,1,2,0.008331604021422863,71,21,0.0,42,40,70,14,51,28,35,61,65,58,65,89,12,40,56,38,62,2,1,0,1
25,66,70,0.0035460992907801418,1,2,0.005682445350064242,67,21,0.0,53,50,59,35,51,39,30,55,56,60,53,71,44,36,34,51,62,0,1,0,1
22,60,68,0.0,1,3,0.0025255312666952186,64,20,0.0,53,42,64,30,58,42,35,60,64,55,53,56,48,52,60,38,45,0,1,0,0
25,64,70,0.0035460992907801418,1,2,0.004357866014384932,63,19,0.0,45,39,61,31,58,40,38,57,59,57,60,92,52,45,57,48,57,1,0,0,1
29,72,74,0.026595744680851064,2,1,0.022018923823442404,71,20,76.0,11,13,41,11,14,20,11,26,24,70,19,33,12,15,34,13,28,1,1,0,1
26,65,67,0.0035460992907801418,1,3,0.005240918904837805,70,19,0.0,63,47,62,33,65,60,56,58,64,66,60,72,58,62,47,45,60,0,1,0,0
22,73,78,0.044326241134751775,1,3,0.04806898409180218,75,21,0.0,66,75,72,61,77,54,39,55,67,72,71,59,63,73,64,71,63,3,0,0,0
27,73,74,0.031914893617021274,1,3,0.0047993924596113685,70,19,0.0,75,63,77,76,73,82,78,78,74,68,73,73,76,66,76,73,69,4,0,0,0
21,65,77,0.008865248226950355,1,3,0.0047993924596113685,68,19,0.0,58,61,54,58,68,60,40,41,65,65,69,75,60,65,41,56,55,1,0,0,1
21,70,81,0.010638297872340425,1,3,0.025992661830480338,74,22,0.0,59,49,70,47,67,67,48,67,65,67,58,69,34,53,61,52,62,0,1,0,1
23,60,67,0.0017730496453900709,1,3,0.0018632415988555635,64,19,0.0,46,59,56,49,62,33,33,52,62,48,60,58,51,57,49,58,47,0,1,0,1
32,65,65,0.0,1,2,0.002503454944433897,65,19,0.0,58,59,65,50,63,63,60,62,64,64,69,75,52,64,66,58,68,0,0,0,1
29,67,69,0.0017730496453900709,1,1,0.004357866014384932,71,22,0.0,13,9,36,10,13,12,19,34,17,60,24,40,13,12,50,20,47,1,1,0,1
29,70,70,0.0035460992907801418,1,3,0.012305342028460795,67,23,0.0,68,50,68,52,70,69,53,64,71,61,56,76,50,68,60,47,73,0,1,0,1
32,67,67,0.0,1,2,0.00426514546088738,64,21,0.0,47,68,59,62,54,41,47,44,58,68,73,73,58,69,57,73,65,3,1,0,1
31,66,66,0.0035460992907801418,1,3,0.0047993924596113685,64,19,0.0,59,64,66,55,68,69,62,63,71,65,61,81,64,62,65,64,67,2,0,0,1
24,75,81,0.03900709219858156,1,4,0.07411904436016195,75,21,0.0,45,49,80,45,75,74,68,78,77,70,75,80,65,62,76,51,73,2,1,0,1
20,60,75,0.0,1,2,0.003647008437570368,64,19,0.0,35,37,62,35,42,38,32,61,47,61,45,59,38,29,47,44,48,0,0,0,1
19,59,73,0.0,1,3,0.0031348377611077017,69,21,0.0,54,54,62,47,61,60,48,55,59,48,54,55,49,52,60,48,55,0,1,0,1
27,61,62,0.005319148936170213,1,2,0.002229708548393506,64,19,0.0,48,61,45,54,63,63,48,41,60,58,61,63,56,53,55,64,63,0,1,0,1
21,73,82,0.0,1,2,0.05601646010587804,75,20,0.0,34,58,75,34,46,32,32,71,71,73,50,72,36,47,72,35,65,0,0,0,1
27,69,69,0.0070921985815602835,1,3,0.007007024685743553,71,19,0.0,35,67,64,59,68,60,32,59,69,67,70,70,59,67,54,58,66,1,1,0,1
28,69,69,0.0,1,3,0.006565498240517116,67,23,0.0,75,63,69,58,72,60,75,65,72,64,78,71,75,70,69,59,66,1,0,1,0
26,66,71,0.0017730496453900709,1,1,0.0047993924596113685,70,23,0.0,18,17,24,16,13,13,17,22,19,58,22,42,19,12,35,21,42,0,1,0,1
26,56,59,0.0,1,2,0.0006667049322919196,60,19,0.0,46,24,47,31,49,30,32,48,51,44,38,66,33,52,34,39,55,1,1,0,1
29,77,77,0.07092198581560284,2,4,0.0674961476817654,74,20,0.0,76,79,74,75,74,76,75,75,78,77,77,70,74,80,79,75,72,4,1,0,1
29,60,61,0.0,1,1,0.0013113335423225174,65,20,0.0,17,11,27,18,11,11,20,26,17,53,16,28,11,11,31,11,40,2,1,0,1
24,58,65,0.0,1,2,0.0009051292127141955,67,21,0.0,54,39,56,29,54,39,33,49,56,54,45,66,32,45,45,36,44,0,1,0,1
26,78,80,0.03723404255319149,2,1,0.0047993924596113685,72,19,0.0,13,18,32,12,19,14,21,19,22,74,19,37,17,18,44,21,59,0,0,0,1
29,67,69,0.0,1,1,0.004176840171842093,69,23,0.0,17,10,29,13,11,15,25,28,17,67,37,53,19,16,18,27,27,0,1,0,1
